date,region,country,product,sales_rep,channel,segment,units_sold,unit_price_usd,discount_rate,revenue_usd,fleet_uptime,battery_health,co2_saved_tons
2024-05-21,North Africa,Morocco,E-Bus 25,Peter Otieno,Tender,Private Fleet,1,155000,0.02,151900.0,0.926,0.977,3.1
2024-05-21,Southern Africa,Zimbabwe,E-Bus 25,Peter Otieno,Direct,Private Fleet,1,155000,0.042,148490.0,0.944,0.942,3.36
2024-05-21,East Africa,Uganda,E-Bus 45,Lerato Moyo,Direct,Public Transport,1,280000,0.043,267960.0,0.878,0.938,2.2
2024-05-21,North Africa,Morocco,Depot Charger 60kW,Lerato Moyo,Tender,Public Transport,2,25000,0.013,49350.0,0.925,0.951,5.31
2024-05-21,East Africa,Kenya,E-Bus 35,John Mwangi,Direct,Shuttle Services,1,210000,0.056,198240.0,0.917,0.907,2.77
2024-05-22,East Africa,Uganda,E-Bus 45,Yao Kouamé,Partner,Private Fleet,1,280000,0.026,272720.0,0.926,0.926,2.14
2024-05-22,Southern Africa,South Africa,Depot Charger 60kW,John Mwangi,Direct,Private Fleet,2,25000,0.03,48500.0,0.948,0.965,7.5
2024-05-22,North Africa,Egypt,E-Bus 35,Awa Diallo,Tender,Private Fleet,1,210000,0.116,185640.0,0.975,0.851,1.53
2024-05-22,West Africa,Ghana,Battery Pack Gen2,Awa Diallo,Direct,Public Transport,1,45000,0.056,42480.0,0.991,0.942,2.83
2024-05-22,Southern Africa,South Africa,E-Bus 25,John Mwangi,Tender,Shuttle Services,1,155000,0.078,142910.0,0.98,0.914,1.67
2024-05-23,East Africa,Kenya,Battery Pack Gen2,Lerato Moyo,Direct,Private Fleet,2,45000,0.0,90000.0,0.919,0.847,6.01
2024-05-23,North Africa,Morocco,Depot Charger 60kW,John Mwangi,Direct,Public Transport,1,25000,0.085,22875.0,0.931,0.951,1.89
2024-05-23,East Africa,Tanzania,Depot Charger 60kW,Peter Otieno,Direct,Public Transport,2,25000,0.024,48800.0,0.946,0.924,7.21
2024-05-24,West Africa,Senegal,E-Bus 35,Fatou Ndiaye,Partner,Public Transport,1,210000,0.086,191940.0,0.887,0.862,2.28
2024-05-24,East Africa,Uganda,E-Bus 45,John Mwangi,Tender,Public Transport,3,280000,0.071,780360.0,0.93,0.967,11.88
2024-05-24,East Africa,Uganda,Battery Pack Gen2,Peter Otieno,Direct,Shuttle Services,2,45000,0.061,84510.0,0.939,0.936,5.66
2024-05-25,West Africa,Senegal,E-Bus 35,Awa Diallo,Partner,Private Fleet,1,210000,0.055,198450.0,0.978,0.932,4.0
2024-05-25,East Africa,Uganda,Onboard Charger 30kW,Peter Otieno,Direct,Shuttle Services,2,12000,0.015,23640.0,0.973,0.99,6.1
2024-05-25,East Africa,Uganda,E-Bus 45,Peter Otieno,Tender,Private Fleet,3,280000,0.058,791280.0,0.909,0.852,7.94
2024-05-26,East Africa,Kenya,Onboard Charger 30kW,Awa Diallo,Tender,Shuttle Services,1,12000,0.084,10992.0,0.951,0.919,2.71
2024-05-26,North Africa,Egypt,Depot Charger 60kW,John Mwangi,Direct,Private Fleet,1,25000,0.112,22200.0,0.905,0.911,3.31
2024-05-27,East Africa,Kenya,Depot Charger 60kW,Awa Diallo,Tender,Public Transport,2,25000,0.07,46500.0,0.958,0.802,6.13
2024-05-27,Southern Africa,Zimbabwe,E-Bus 25,Lerato Moyo,Partner,Private Fleet,1,155000,0.038,149110.0,0.918,0.966,2.2
2024-05-27,North Africa,Egypt,Battery Pack Gen2,Fatou Ndiaye,Tender,Private Fleet,2,45000,0.034,86940.0,0.962,0.941,6.7
2024-05-27,East Africa,Kenya,Onboard Charger 30kW,Yao Kouamé,Tender,Shuttle Services,2,12000,0.031,23256.0,0.949,0.982,4.4
2024-05-27,North Africa,Egypt,E-Bus 25,Fatou Ndiaye,Direct,Public Transport,2,155000,0.029,301010.0,0.941,0.944,4.5
2024-05-27,North Africa,Morocco,Depot Charger 60kW,John Mwangi,Direct,Private Fleet,1,25000,0.079,23025.0,0.977,0.937,2.5
2024-05-27,Southern Africa,Zambia,E-Bus 25,Fatou Ndiaye,Direct,Private Fleet,2,155000,0.04,297600.0,0.896,0.93,3.17
2024-05-27,Southern Africa,South Africa,E-Bus 45,Awa Diallo,Direct,Shuttle Services,1,280000,0.116,247520.0,0.901,0.894,3.21
2024-05-28,Southern Africa,Zambia,E-Bus 45,Lerato Moyo,Tender,Shuttle Services,1,280000,0.056,264320.0,0.92,0.858,1.76
2024-05-28,East Africa,Tanzania,Onboard Charger 30kW,John Mwangi,Direct,Private Fleet,1,12000,0.075,11100.0,0.914,0.894,2.4
2024-05-28,Southern Africa,South Africa,Battery Pack Gen2,Peter Otieno,Partner,Shuttle Services,3,45000,0.041,129465.0,0.884,0.872,11.52
2024-05-28,Southern Africa,South Africa,E-Bus 25,John Mwangi,Partner,Shuttle Services,2,155000,0.025,302250.0,0.952,0.942,3.91
2024-05-28,North Africa,Tunisia,Battery Pack Gen2,Awa Diallo,Direct,Public Transport,2,45000,0.039,86490.0,0.927,0.926,4.8
2024-05-28,North Africa,Tunisia,Depot Charger 60kW,Awa Diallo,Direct,Public Transport,1,25000,0.041,23975.0,0.95,0.833,3.3
2024-05-29,East Africa,Uganda,E-Bus 25,Fatou Ndiaye,Direct,Private Fleet,1,155000,0.09,141050.0,0.913,0.946,3.73
2024-05-29,North Africa,Tunisia,E-Bus 35,Awa Diallo,Tender,Private Fleet,1,210000,0.059,197610.0,0.921,0.932,3.6
2024-05-29,East Africa,Tanzania,E-Bus 45,Awa Diallo,Partner,Public Transport,3,280000,0.045,802200.0,0.967,0.882,11.08
2024-05-29,West Africa,Côte d'Ivoire,Onboard Charger 30kW,Peter Otieno,Direct,Public Transport,1,12000,0.027,11676.0,0.944,0.859,1.95
2024-05-29,Southern Africa,South Africa,E-Bus 35,John Mwangi,Direct,Private Fleet,1,210000,0.009,208110.0,0.995,0.951,2.87
2024-05-29,North Africa,Tunisia,Onboard Charger 30kW,Fatou Ndiaye,Tender,Private Fleet,1,12000,0.036,11568.0,0.928,0.932,3.84
2024-05-30,North Africa,Egypt,Depot Charger 60kW,Awa Diallo,Direct,Private Fleet,1,25000,0.067,23325.0,0.965,0.99,3.44
2024-05-30,East Africa,Uganda,Onboard Charger 30kW,John Mwangi,Tender,Shuttle Services,1,12000,0.077,11076.0,0.942,0.938,3.52
2024-05-31,West Africa,Côte d'Ivoire,Onboard Charger 30kW,John Mwangi,Direct,Private Fleet,1,12000,0.019,11772.0,0.892,0.927,2.75
2024-05-31,East Africa,Tanzania,E-Bus 25,Lerato Moyo,Tender,Private Fleet,1,155000,0.045,148025.0,0.901,0.963,2.7
2024-05-31,East Africa,Uganda,Onboard Charger 30kW,Awa Diallo,Tender,Private Fleet,2,12000,0.055,22680.0,0.941,0.933,4.3
2024-05-31,East Africa,Tanzania,Depot Charger 60kW,Lerato Moyo,Partner,Shuttle Services,1,25000,0.063,23425.0,0.941,0.894,2.69
2024-06-01,North Africa,Egypt,Onboard Charger 30kW,Lerato Moyo,Partner,Shuttle Services,2,12000,0.065,22440.0,0.967,0.835,7.02
2024-06-01,East Africa,Tanzania,E-Bus 35,John Mwangi,Partner,Shuttle Services,1,210000,0.033,203070.0,0.896,0.99,2.7
2024-06-01,Southern Africa,South Africa,E-Bus 25,Fatou Ndiaye,Tender,Private Fleet,1,155000,0.006,154070.0,0.919,0.952,2.91
2024-06-01,Southern Africa,Zambia,Depot Charger 60kW,John Mwangi,Tender,Shuttle Services,3,25000,0.026,73050.0,0.962,0.877,7.74
2024-06-02,Southern Africa,Zimbabwe,Battery Pack Gen2,John Mwangi,Tender,Public Transport,2,45000,0.071,83610.0,0.929,0.8,4.02
2024-06-02,East Africa,Kenya,E-Bus 35,Lerato Moyo,Direct,Public Transport,1,210000,0.05,199500.0,0.961,0.971,3.59
2024-06-02,East Africa,Tanzania,Onboard Charger 30kW,John Mwangi,Tender,Private Fleet,1,12000,0.039,11532.0,0.935,0.947,2.87
2024-06-02,East Africa,Kenya,Depot Charger 60kW,Peter Otieno,Partner,Public Transport,3,25000,0.028,72900.0,0.909,0.879,4.51
2024-06-02,Southern Africa,Zambia,Onboard Charger 30kW,Peter Otieno,Partner,Shuttle Services,1,12000,0.028,11664.0,0.908,0.872,3.28
2024-06-03,East Africa,Kenya,E-Bus 45,John Mwangi,Partner,Public Transport,2,280000,0.067,522480.0,0.943,0.856,6.57
2024-06-03,East Africa,Kenya,E-Bus 25,Awa Diallo,Partner,Public Transport,3,155000,0.074,430590.0,0.904,0.913,5.85
2024-06-03,Southern Africa,Zimbabwe,Onboard Charger 30kW,John Mwangi,Partner,Shuttle Services,1,12000,0.034,11592.0,0.956,0.868,3.95
2024-06-03,Southern Africa,South Africa,Onboard Charger 30kW,Peter Otieno,Partner,Public Transport,1,12000,0.013,11844.0,0.935,0.841,2.77
2024-06-03,North Africa,Egypt,E-Bus 25,Fatou Ndiaye,Tender,Public Transport,1,155000,0.048,147560.0,0.954,0.951,3.54
2024-06-03,East Africa,Kenya,Battery Pack Gen2,Fatou Ndiaye,Direct,Public Transport,1,45000,0.02,44100.0,0.953,0.908,3.52
2024-06-03,Southern Africa,Zimbabwe,E-Bus 35,Lerato Moyo,Partner,Private Fleet,1,210000,0.083,192570.0,0.995,0.923,2.22
2024-06-04,West Africa,Senegal,E-Bus 25,Fatou Ndiaye,Direct,Public Transport,1,155000,0.031,150195.0,0.925,0.928,2.01
2024-06-04,Southern Africa,South Africa,Depot Charger 60kW,Lerato Moyo,Partner,Public Transport,2,25000,0.064,46800.0,0.98,0.919,7.89
2024-06-04,West Africa,Côte d'Ivoire,Depot Charger 60kW,Peter Otieno,Direct,Private Fleet,1,25000,0.042,23950.0,0.885,0.883,2.49
2024-06-04,Southern Africa,Zimbabwe,E-Bus 35,Awa Diallo,Partner,Private Fleet,1,210000,0.025,204750.0,0.953,0.873,3.81
2024-06-05,Southern Africa,Zimbabwe,Depot Charger 60kW,Yao Kouamé,Direct,Shuttle Services,1,25000,0.06,23500.0,0.976,0.961,3.03
2024-06-05,East Africa,Uganda,E-Bus 35,Peter Otieno,Direct,Public Transport,1,210000,0.115,185850.0,0.911,0.862,1.63
2024-06-05,East Africa,Kenya,E-Bus 45,Awa Diallo,Partner,Shuttle Services,1,280000,0.093,253960.0,0.963,0.978,3.35
2024-06-06,North Africa,Tunisia,E-Bus 25,Awa Diallo,Direct,Public Transport,1,155000,0.102,139190.0,0.981,0.868,3.29
2024-06-06,North Africa,Tunisia,E-Bus 35,Peter Otieno,Direct,Public Transport,1,210000,0.071,195090.0,0.913,0.887,1.66
2024-06-06,East Africa,Tanzania,Onboard Charger 30kW,John Mwangi,Partner,Private Fleet,1,12000,0.073,11124.0,0.93,0.915,2.21
2024-06-06,North Africa,Egypt,E-Bus 45,Lerato Moyo,Partner,Private Fleet,1,280000,0.0,280000.0,0.934,0.895,3.8
2024-06-07,East Africa,Tanzania,Depot Charger 60kW,Fatou Ndiaye,Partner,Shuttle Services,1,25000,0.015,24625.0,0.943,0.904,2.75
2024-06-07,North Africa,Tunisia,Depot Charger 60kW,Yao Kouamé,Direct,Private Fleet,1,25000,0.092,22700.0,0.964,0.919,1.76
2024-06-07,Southern Africa,Zimbabwe,E-Bus 45,John Mwangi,Direct,Shuttle Services,1,280000,0.095,253400.0,0.943,0.952,2.62
2024-06-07,North Africa,Morocco,E-Bus 25,Peter Otieno,Direct,Private Fleet,1,155000,0.066,144770.0,0.899,0.867,3.57
2024-06-07,East Africa,Kenya,E-Bus 35,Yao Kouamé,Direct,Public Transport,1,210000,0.043,200970.0,0.914,0.927,1.98
2024-06-07,West Africa,Senegal,Onboard Charger 30kW,Awa Diallo,Direct,Private Fleet,1,12000,0.14,10320.0,0.87,0.877,3.3
2024-06-08,West Africa,Senegal,E-Bus 35,Lerato Moyo,Direct,Shuttle Services,1,210000,0.027,204330.0,0.931,0.924,3.02
2024-06-08,West Africa,Ghana,E-Bus 25,Lerato Moyo,Direct,Public Transport,1,155000,0.004,154380.0,0.948,0.922,2.54
2024-06-08,East Africa,Tanzania,Battery Pack Gen2,Fatou Ndiaye,Partner,Private Fleet,1,45000,0.0,45000.0,0.94,0.933,2.83
2024-06-08,East Africa,Kenya,Depot Charger 60kW,Yao Kouamé,Direct,Public Transport,1,25000,0.078,23050.0,0.926,0.869,3.74
2024-06-08,Southern Africa,Zambia,Depot Charger 60kW,Yao Kouamé,Partner,Private Fleet,2,25000,0.023,48850.0,0.991,0.909,6.57
2024-06-08,North Africa,Morocco,Onboard Charger 30kW,Awa Diallo,Partner,Shuttle Services,2,12000,0.061,22536.0,0.938,0.969,4.67
2024-06-08,East Africa,Uganda,E-Bus 45,Fatou Ndiaye,Tender,Public Transport,1,280000,0.049,266280.0,0.934,0.884,1.6
2024-06-09,East Africa,Kenya,Battery Pack Gen2,Peter Otieno,Tender,Private Fleet,1,45000,0.03,43650.0,0.921,0.872,2.43
2024-06-09,Southern Africa,Zimbabwe,E-Bus 35,Fatou Ndiaye,Direct,Public Transport,1,210000,0.045,200550.0,0.96,0.933,2.43
2024-06-09,Southern Africa,Zambia,Onboard Charger 30kW,Awa Diallo,Partner,Public Transport,1,12000,0.059,11292.0,0.875,0.932,3.19
2024-06-09,North Africa,Morocco,E-Bus 25,Fatou Ndiaye,Partner,Private Fleet,1,155000,0.055,146475.0,0.936,0.934,3.4
2024-06-09,Southern Africa,South Africa,Depot Charger 60kW,Peter Otieno,Tender,Private Fleet,2,25000,0.057,47150.0,0.918,0.852,6.56
2024-06-09,North Africa,Tunisia,E-Bus 35,Yao Kouamé,Direct,Public Transport,3,210000,0.009,624330.0,0.941,0.929,7.37
2024-06-10,East Africa,Tanzania,E-Bus 35,Peter Otieno,Direct,Public Transport,1,210000,0.036,202440.0,0.958,0.941,2.65
2024-06-10,Southern Africa,Zambia,Onboard Charger 30kW,John Mwangi,Partner,Public Transport,1,12000,0.06,11280.0,0.893,0.924,2.31
2024-06-10,North Africa,Egypt,Battery Pack Gen2,Yao Kouamé,Direct,Private Fleet,1,45000,0.042,43110.0,0.962,0.944,3.27
2024-06-10,West Africa,Ghana,Battery Pack Gen2,Fatou Ndiaye,Tender,Shuttle Services,1,45000,0.05,42750.0,0.934,0.85,2.3
2024-06-10,Southern Africa,Zimbabwe,E-Bus 35,Fatou Ndiaye,Direct,Public Transport,1,210000,0.069,195510.0,0.909,0.965,1.83
2024-06-10,North Africa,Tunisia,E-Bus 25,Fatou Ndiaye,Partner,Shuttle Services,1,155000,0.054,146630.0,0.941,0.906,3.27
2024-06-10,Southern Africa,South Africa,E-Bus 35,Fatou Ndiaye,Tender,Public Transport,1,210000,0.097,189630.0,0.986,0.974,2.67
2024-06-11,West Africa,Côte d'Ivoire,E-Bus 25,Fatou Ndiaye,Direct,Private Fleet,1,155000,0.08,142600.0,0.98,0.89,3.09
2024-06-11,North Africa,Morocco,E-Bus 35,Peter Otieno,Direct,Private Fleet,1,210000,0.035,202650.0,0.935,0.869,2.64
2024-06-11,North Africa,Egypt,Battery Pack Gen2,Peter Otieno,Direct,Public Transport,1,45000,0.0,45000.0,0.956,0.926,2.98
2024-06-11,North Africa,Tunisia,E-Bus 25,Yao Kouamé,Direct,Public Transport,1,155000,0.073,143685.0,0.906,0.945,3.66
2024-06-11,Southern Africa,Zimbabwe,Onboard Charger 30kW,Awa Diallo,Tender,Public Transport,2,12000,0.059,22584.0,0.942,0.968,3.31
2024-06-11,North Africa,Tunisia,E-Bus 45,Peter Otieno,Tender,Shuttle Services,3,280000,0.046,801360.0,0.934,0.89,5.03
2024-06-11,North Africa,Egypt,E-Bus 35,Peter Otieno,Direct,Shuttle Services,1,210000,0.087,191730.0,0.864,0.904,3.08
2024-06-11,East Africa,Tanzania,E-Bus 25,John Mwangi,Direct,Public Transport,1,155000,0.035,149575.0,0.929,0.933,2.36
2024-06-12,West Africa,Ghana,E-Bus 35,Peter Otieno,Partner,Public Transport,1,210000,0.029,203910.0,0.97,0.925,2.6
2024-06-12,Southern Africa,Zimbabwe,E-Bus 45,John Mwangi,Direct,Public Transport,1,280000,0.047,266840.0,0.959,0.838,3.98
2024-06-13,Southern Africa,Zimbabwe,Depot Charger 60kW,Awa Diallo,Tender,Public Transport,1,25000,0.113,22175.0,0.928,0.99,3.15
2024-06-13,East Africa,Uganda,Onboard Charger 30kW,Peter Otieno,Direct,Private Fleet,3,12000,0.068,33552.0,0.992,0.923,8.35
2024-06-14,North Africa,Morocco,E-Bus 35,Peter Otieno,Direct,Public Transport,3,210000,0.091,572670.0,0.995,0.838,10.39
2024-06-14,North Africa,Tunisia,Battery Pack Gen2,Fatou Ndiaye,Direct,Private Fleet,1,45000,0.078,41490.0,0.995,0.99,2.97
2024-06-14,North Africa,Morocco,Depot Charger 60kW,John Mwangi,Partner,Private Fleet,2,25000,0.046,47700.0,0.904,0.891,5.43
2024-06-14,West Africa,Ghana,E-Bus 25,Lerato Moyo,Partner,Shuttle Services,2,155000,0.042,296980.0,0.962,0.96,6.08
2024-06-14,West Africa,Côte d'Ivoire,Depot Charger 60kW,Lerato Moyo,Tender,Private Fleet,1,25000,0.038,24050.0,0.951,0.926,3.04
2024-06-14,East Africa,Tanzania,Onboard Charger 30kW,Yao Kouamé,Direct,Public Transport,1,12000,0.0,12000.0,0.976,0.911,1.9
2024-06-15,East Africa,Uganda,E-Bus 45,Yao Kouamé,Direct,Private Fleet,1,280000,0.038,269360.0,0.906,0.902,3.38
2024-06-16,East Africa,Uganda,Battery Pack Gen2,Lerato Moyo,Direct,Public Transport,2,45000,0.088,82080.0,0.986,0.926,4.17
2024-06-16,Southern Africa,South Africa,E-Bus 35,John Mwangi,Partner,Shuttle Services,1,210000,0.097,189630.0,0.97,0.955,3.87
2024-06-16,Southern Africa,Zambia,E-Bus 35,Fatou Ndiaye,Direct,Private Fleet,1,210000,0.036,202440.0,0.878,0.943,2.59
2024-06-17,North Africa,Morocco,E-Bus 25,Awa Diallo,Tender,Public Transport,1,155000,0.017,152365.0,0.949,0.918,2.75
2024-06-17,West Africa,Côte d'Ivoire,E-Bus 25,Awa Diallo,Partner,Private Fleet,1,155000,0.065,144925.0,0.912,0.99,2.51
2024-06-17,Southern Africa,Zambia,Battery Pack Gen2,Peter Otieno,Direct,Private Fleet,1,45000,0.035,43425.0,0.925,0.887,3.58
2024-06-18,Southern Africa,Zambia,E-Bus 35,Peter Otieno,Partner,Private Fleet,1,210000,0.0,210000.0,0.892,0.871,1.61
2024-06-18,North Africa,Tunisia,E-Bus 25,Fatou Ndiaye,Tender,Shuttle Services,1,155000,0.072,143840.0,0.949,0.854,1.53
2024-06-18,Southern Africa,Zimbabwe,Onboard Charger 30kW,Yao Kouamé,Direct,Public Transport,1,12000,0.021,11748.0,0.945,0.887,2.07
2024-06-19,East Africa,Tanzania,E-Bus 45,Lerato Moyo,Direct,Shuttle Services,1,280000,0.037,269640.0,0.936,0.925,2.64
2024-06-19,North Africa,Morocco,Depot Charger 60kW,Awa Diallo,Direct,Private Fleet,2,25000,0.041,47950.0,0.932,0.926,7.48
2024-06-19,North Africa,Egypt,Onboard Charger 30kW,Awa Diallo,Partner,Public Transport,2,12000,0.071,22296.0,0.933,0.868,3.7
2024-06-19,Southern Africa,Zambia,Onboard Charger 30kW,Yao Kouamé,Direct,Public Transport,3,12000,0.058,33912.0,0.95,0.99,4.74
2024-06-19,East Africa,Tanzania,E-Bus 45,Lerato Moyo,Partner,Private Fleet,1,280000,0.028,272160.0,0.917,0.982,1.61
2024-06-19,Southern Africa,South Africa,Depot Charger 60kW,Peter Otieno,Partner,Public Transport,2,25000,0.052,47400.0,0.953,0.968,4.87
2024-06-19,Southern Africa,Zambia,E-Bus 25,Peter Otieno,Direct,Private Fleet,1,155000,0.045,148025.0,0.92,0.905,3.57
2024-06-19,West Africa,Senegal,E-Bus 35,Yao Kouamé,Partner,Public Transport,1,210000,0.04,201600.0,0.967,0.9,1.63
2024-06-19,North Africa,Tunisia,E-Bus 45,Yao Kouamé,Partner,Public Transport,2,280000,0.11,498400.0,0.951,0.985,7.12
2024-06-20,Southern Africa,Zambia,E-Bus 35,John Mwangi,Direct,Private Fleet,1,210000,0.035,202650.0,0.936,0.928,3.71
2024-06-20,Southern Africa,Zimbabwe,Battery Pack Gen2,Fatou Ndiaye,Tender,Shuttle Services,1,45000,0.024,43920.0,0.978,0.962,3.87
2024-06-20,North Africa,Egypt,Onboard Charger 30kW,Fatou Ndiaye,Direct,Private Fleet,5,12000,0.068,55920.0,0.935,0.865,12.89
2024-06-20,Southern Africa,South Africa,E-Bus 35,John Mwangi,Partner,Public Transport,1,210000,0.0,210000.0,0.978,0.907,2.55
2024-06-20,East Africa,Tanzania,Battery Pack Gen2,Awa Diallo,Partner,Public Transport,2,45000,0.04,86400.0,0.923,0.911,4.17
2024-06-21,West Africa,Senegal,E-Bus 45,Lerato Moyo,Direct,Public Transport,1,280000,0.063,262360.0,0.96,0.876,3.24
2024-06-21,North Africa,Morocco,Depot Charger 60kW,Lerato Moyo,Partner,Public Transport,1,25000,0.026,24350.0,0.954,0.909,2.44
2024-06-21,West Africa,Ghana,E-Bus 25,Peter Otieno,Direct,Public Transport,1,155000,0.016,152520.0,0.914,0.862,2.2
2024-06-21,West Africa,Côte d'Ivoire,Depot Charger 60kW,Peter Otieno,Direct,Public Transport,1,25000,0.076,23100.0,0.96,0.825,1.9
2024-06-22,West Africa,Ghana,E-Bus 35,Lerato Moyo,Direct,Public Transport,2,210000,0.0,420000.0,0.968,0.895,7.88
2024-06-22,North Africa,Egypt,E-Bus 35,Peter Otieno,Direct,Public Transport,1,210000,0.072,194880.0,0.948,0.934,1.85
2024-06-22,North Africa,Egypt,E-Bus 45,Peter Otieno,Partner,Private Fleet,1,280000,0.048,266560.0,0.926,0.879,1.92
2024-06-22,Southern Africa,Zimbabwe,Depot Charger 60kW,Yao Kouamé,Partner,Shuttle Services,2,25000,0.05,47500.0,0.889,0.837,6.09
2024-06-23,Southern Africa,Zimbabwe,E-Bus 35,Fatou Ndiaye,Partner,Private Fleet,1,210000,0.021,205590.0,0.92,0.889,3.66
2024-06-23,North Africa,Tunisia,E-Bus 25,John Mwangi,Partner,Shuttle Services,1,155000,0.075,143375.0,0.967,0.988,3.01
2024-06-23,North Africa,Egypt,Depot Charger 60kW,Lerato Moyo,Direct,Public Transport,1,25000,0.071,23225.0,0.938,0.966,3.13
2024-06-24,West Africa,Ghana,E-Bus 25,John Mwangi,Direct,Private Fleet,1,155000,0.012,153140.0,0.976,0.939,3.61
2024-06-24,Southern Africa,Zambia,E-Bus 45,Peter Otieno,Partner,Private Fleet,1,280000,0.037,269640.0,0.978,0.935,1.91
2024-06-24,Southern Africa,South Africa,E-Bus 25,Lerato Moyo,Tender,Public Transport,2,155000,0.088,282720.0,0.966,0.948,7.97
2024-06-25,East Africa,Uganda,E-Bus 25,Yao Kouamé,Partner,Private Fleet,1,155000,0.085,141825.0,0.903,0.841,1.84
2024-06-25,North Africa,Morocco,Battery Pack Gen2,Peter Otieno,Partner,Public Transport,1,45000,0.071,41805.0,0.966,0.949,1.8
2024-06-25,East Africa,Kenya,Onboard Charger 30kW,Awa Diallo,Partner,Public Transport,1,12000,0.09,10920.0,0.947,0.982,3.97
2024-06-25,Southern Africa,South Africa,E-Bus 45,Awa Diallo,Direct,Public Transport,1,280000,0.017,275240.0,0.939,0.931,2.83
2024-06-25,West Africa,Ghana,Battery Pack Gen2,Fatou Ndiaye,Tender,Public Transport,1,45000,0.1,40500.0,0.912,0.874,1.83
2024-06-26,North Africa,Tunisia,Depot Charger 60kW,Lerato Moyo,Direct,Private Fleet,1,25000,0.084,22900.0,0.917,0.962,2.73
2024-06-26,East Africa,Tanzania,E-Bus 35,Peter Otieno,Partner,Private Fleet,1,210000,0.018,206220.0,0.911,0.947,3.58
2024-06-26,Southern Africa,Zimbabwe,Depot Charger 60kW,Lerato Moyo,Direct,Public Transport,3,25000,0.086,68550.0,0.887,0.927,7.49
2024-06-26,North Africa,Egypt,Depot Charger 60kW,Peter Otieno,Tender,Shuttle Services,1,25000,0.026,24350.0,0.981,0.899,1.97
2024-06-26,West Africa,Côte d'Ivoire,Depot Charger 60kW,Fatou Ndiaye,Tender,Private Fleet,1,25000,0.115,22125.0,0.925,0.955,3.92
2024-06-27,Southern Africa,Zimbabwe,E-Bus 35,Awa Diallo,Direct,Public Transport,1,210000,0.064,196560.0,0.911,0.874,1.79
2024-06-27,North Africa,Morocco,E-Bus 45,John Mwangi,Partner,Private Fleet,1,280000,0.0,280000.0,0.911,0.83,2.54
2024-06-27,Southern Africa,Zambia,E-Bus 25,Awa Diallo,Direct,Private Fleet,1,155000,0.0,155000.0,0.985,0.887,2.48
2024-06-27,West Africa,Senegal,Depot Charger 60kW,Lerato Moyo,Direct,Private Fleet,1,25000,0.039,24025.0,0.946,0.961,2.36
2024-06-27,Southern Africa,Zambia,Depot Charger 60kW,Fatou Ndiaye,Partner,Shuttle Services,1,25000,0.027,24325.0,0.927,0.911,2.99
2024-06-27,East Africa,Uganda,Battery Pack Gen2,John Mwangi,Direct,Private Fleet,1,45000,0.016,44280.0,0.971,0.894,3.79
2024-06-27,North Africa,Egypt,E-Bus 35,Yao Kouamé,Direct,Shuttle Services,3,210000,0.067,587790.0,0.916,0.916,8.37
2024-06-28,East Africa,Tanzania,E-Bus 25,Yao Kouamé,Direct,Public Transport,1,155000,0.035,149575.0,0.902,0.981,1.64
2024-06-28,Southern Africa,Zimbabwe,Battery Pack Gen2,Peter Otieno,Partner,Shuttle Services,2,45000,0.042,86220.0,0.899,0.894,5.52
2024-06-28,North Africa,Egypt,E-Bus 35,Lerato Moyo,Direct,Public Transport,1,210000,0.025,204750.0,0.957,0.904,1.91
2024-06-28,North Africa,Tunisia,Depot Charger 60kW,Awa Diallo,Direct,Shuttle Services,2,25000,0.029,48550.0,0.967,0.926,4.87
2024-06-28,Southern Africa,South Africa,E-Bus 25,Fatou Ndiaye,Direct,Public Transport,1,155000,0.087,141515.0,0.936,0.898,2.78
2024-06-28,Southern Africa,Zimbabwe,E-Bus 45,John Mwangi,Direct,Private Fleet,1,280000,0.054,264880.0,0.918,0.961,2.89
2024-06-29,West Africa,Côte d'Ivoire,E-Bus 35,Awa Diallo,Partner,Public Transport,3,210000,0.055,595350.0,0.925,0.953,5.08
2024-06-29,North Africa,Morocco,E-Bus 25,John Mwangi,Partner,Private Fleet,1,155000,0.055,146475.0,0.929,0.959,1.92
